Id,SalePrice
2554,123831.8714280972
2382,263813.9270630719
1985,87449.53914153369
519,221626.8482526579
1093,189301.17845778723
864,251934.18732956186
2889,144478.4331868139
2308,186105.63436973342
986,153960.35118342866
1302,141868.40220723988
585,164151.34066563752
2708,154788.49613872494
147,133588.1510087065
1441,236767.82116624262
383,186056.28043425348
285,140010.13563234295
181,110109.24045681473
358,197628.20697784983
780,152911.78899140275
258,195376.5672794049
1865,214647.0566613395
692,134073.9263503446
2902,340159.6613954671
508,245475.58339029964
2638,136735.24877737006
36,144020.5067888571
611,164405.85098639378
2281,132844.21076456632
1678,121187.78548189512
1696,523281.4447253011
1557,94879.68659101044
2180,149802.58506488765
1726,206838.19906003526
951,145494.1014396469
267,227410.83039675176
2706,132739.24547336897
2221,243714.69481880253
1357,163760.5995544516
2901,330430.86118783505
347,171373.77559621783
2164,189705.1426456665
1586,322148.85175760783
360,159486.2392300563
1769,243057.79666746603
2617,146946.48458542972
1879,140139.4567243371
991,227457.10042550758
1535,105344.44297866008
1191,153719.82765982483
1579,203047.311277089
1882,147752.3369759031
1510,121321.59015412485
2196,150999.8437536135
1845,180129.91068695422
2336,365267.2466249857
942,97808.56196649143
861,130326.61073957078
2555,111352.67177303659
1392,156648.41614891827
2099,251447.95500804612
1543,130996.89603403804
948,291314.953508954
1239,167949.8474771367
22,182689.348441816
2796,239841.656317757
2747,190445.763619519
92,285229.08066704636
210,168232.03797111943
1858,198101.8950617016
2228,152972.2910009168
447,204350.54939855967
827,256324.9141941567
1649,201657.46895356043
682,127845.10366515235
2698,112756.23434449857
494,167734.8666661035
214,81177.20685357122
2441,245299.5920744938
2679,104693.1103110868
1336,114773.42990628946
465,193291.11688482444
1524,127563.23100725646
2543,112683.58851659343
631,142919.0593387709
2452,302474.0214775739
228,153988.22368143476
126,180335.83449789774
1092,229923.89477916784
1122,191309.73550384163
932,192930.57042647392
1980,91586.4336676938
2171,110196.96868992249
551,162235.596095926
2768,164233.09901554458
2056,111168.35144431556
1159,379835.3679595211
2645,120406.03568857413
1174,169944.52074167682
2266,215717.25624723604
2462,475304.2120617976
1219,144265.88883428636
2922,186014.52141426512
118,138116.63737909542
474,177628.56576470524
2576,146126.66409432766
872,299393.8161029208
1077,208403.00048996785
1536,134188.8050988626
1150,119871.73309604717
2341,307798.18174657645
1931,153450.33612493178
2785,126737.87411888696
2538,125164.3108840239
597,208993.64165054876
464,181343.72231281182
233,244569.56302016677
2169,126507.23191818935
2123,168623.90400731692
1867,169521.8459953736
137,249375.96876809662
515,230456.2046308865
933,125844.206285825
2784,156465.0602473492
972,158985.22201571811
599,157807.1028935098
2614,122821.86748606784
2582,137136.19641543928
1409,160836.4994971514
175,102291.54481930847
352,195638.21769679434
976,110529.43032336437
2134,193757.3119154434
984,112489.2341557353
2396,365202.4032602438
1673,133788.80185023637
404,128955.7397433931
607,157802.34346633992
814,155773.22035240868
868,193383.09430077564
2271,186256.17006096404
1633,220614.74153281777
337,162791.95302781404
2765,178781.32816755874
1746,294517.32116571214
368,298976.44675791694
2806,211116.67015746256
1662,198223.98524446122
1234,232170.4153039102
1373,125621.77775559136
1672,119620.44322863007
1939,119632.58137281334
