Id,SalePrice
2465,182000.95534478882
387,226658.78954608948
873,227019.42159600646
1918,125582.3937988715
2764,248575.60517224573
2184,129138.67679417954
934,145086.160045452
1920,128387.2898107893
2631,138461.81797258573
1768,834258.7844794542
2040,121805.90693617509
1749,221253.25324168778
834,244943.1833872522
1457,234401.21446421376
79,119227.82395250493
2302,127921.59154785048
1817,150723.37032867916
2755,229426.04936300658
359,176150.47663263784
2059,114735.28277926742
2092,259901.60506493493
2516,224693.94258037498
150,111407.33674885082
1656,141605.4879393004
83,93138.02041772917
2411,185398.63067298327
795,76727.82980188799
2312,222481.60122906585
2917,112221.06166701704
1624,176867.19158753613
2215,294354.3318671039
1211,150150.23653693343
1485,166868.80228268568
1024,169172.17458230755
570,195583.7448882042
2874,132857.4489637247
700,109417.67333827945
2756,205667.55764910878
2022,176498.5088699978
583,243531.39942015443
2392,370010.6406307518
2424,193087.30539813562
212,96239.78800690548
736,131180.01179573202
1610,157867.1731999832
890,115440.7204828624
467,201794.91186252746
578,227696.75880398104
1747,189566.558795115
1149,159896.25316087145
2758,265340.37275049015
857,145389.4915537213
2219,239707.50333843712
733,95229.58127057055
2909,121982.22524633161
1798,252177.6194101734
235,123180.16927629999
2366,133669.5538886589
1027,134188.9536200212
1195,138837.57195721962
1303,67828.53150399885
148,178313.38471116146
608,165838.8995592356
2515,202113.31927786962
821,264071.0645290889
2500,279322.079510681
745,106612.16307696744
741,121079.13358149595
1611,81262.74093010408
2532,122559.09933829105
1081,238421.7180499554
1692,457179.4484368118
2520,179358.32495648344
276,100961.89726382117
1992,129032.3807278092
663,64920.78078067467
418,121387.68248836935
1733,203665.1433215708
2359,147233.61139694363
253,176263.63964371555
1518,184938.94383082577
2035,129159.12957985005
2919,89391.09435748338
1540,240172.15253422846
2120,139248.52430086295
1674,177823.24946265097
256,149095.75055103976
2361,103136.44421445714
978,90048.4708565138
2280,148227.49721637272
2095,230482.30935519584
1709,336823.2059984122
2801,260585.85906725962
1246,112132.80608920615
2373,108597.62179696615
1055,258527.2605953805
2017,122456.95154047808
1099,249742.25509552026
1344,84344.85767237464
835,180551.54968750288
1117,207092.04108892698
2043,96499.16463707083
2085,135812.6392113253
410,144232.2447673134
2650,116860.75015738528
2867,161430.08660594
1668,115038.27575650692
1161,160304.157310992
2122,180893.7888250673
2539,146179.2849797451
1047,147283.26779570864
1445,127541.63270868949
541,127169.04902782851
569,218719.40879938935
1276,121723.3196731051
918,150733.22155041128
326,160111.54396079868
1936,133455.8170457452
895,102305.02791839567
257,141299.46367955717
1241,186662.3322585168
1545,122529.15767188046
1189,184150.06918480393
270,154318.77442399607
2066,157819.97049748668
693,106509.18900092904
1259,124695.89454510057
2916,147202.88638036643
2321,287084.76641166216
1977,99585.03269880512
1895,142517.00285586287
1240,172814.79380879077
85,146675.70314652612
1823,120760.97667402682
825,307724.0610748375
110,224124.76880984803
697,115979.09579254877
2297,111542.24080360084
1231,135305.83414916214
1355,118445.2060505106
968,343608.85819407663
584,212701.62756251259
1315,122105.77134011185
1606,140229.53191232742
206,119965.18399836005
1685,350063.2039296993
2016,137446.19724189007
869,197814.04794088815
2135,128201.46997728235
2346,172953.09563062628
2430,238221.829467928
2198,84068.38633727311
2652,127900.38571028163
27,112548.11590746872
241,166309.57871401357
906,121044.2152917559
1506,106060.43651041762
2098,383250.82445418875
1435,224266.4126359713
2213,126797.7773529465
1274,133240.50116699192
743,48023.20000297068
1737,196001.8112948882
2797,292114.88951826934
2185,69594.07252577964
58,165684.0800506976
830,194492.50937059108
808,116950.39463671508
680,138700.01585661116
1153,117156.93913550032
1291,130838.91856442971
1818,142534.4206279634
2161,182046.7148517552
1883,120850.03941688502
350,368391.33893839584
2473,138377.91739032685
295,162599.47869728628
293,177699.37384910104
859,125209.11193825737
288,74481.6395391368
1578,142335.4565049137
102,175765.22670398437
2831,151618.3358527102
1030,160190.14301729907
2551,147052.0964523948
1286,135772.551483114
958,315018.14784309844
776,132365.7366511175
72,237030.01583372967
2263,254592.51876724264
1866,157040.55972153062
2876,78471.79790658769
2146,253784.60328707602
103,169836.77937736228
1500,143452.935155472
492,179805.1637604256
167,137644.36783171643
2597,128084.46382574007
2685,114200.31373444325
1035,157359.3839677986
1220,76993.88171927335
2602,156510.56094461284
2159,212280.21694564776
695,129811.28904785044
1109,264695.3266185515
640,176676.11924401988
1652,155737.21722591863
2090,198152.42394033627
1188,182700.8335700087
2345,242975.24503137742
1059,449761.99405005673
2751,248734.55736584144
128,205830.08778315588
1523,175266.2197255931
2925,190370.34318489686
2145,304664.491373891
1121,200438.668194681
566,265051.00364344864
565,242817.65517883244
1331,127854.33695993746
2928,114850.61734501072
156,140270.78375632636
797,130336.73093105905
327,97941.6906425031
2859,122290.54300382476
1453,121569.99889748674
1762,374743.14050611394
1868,221150.59534383452
1760,175407.25287128426
1113,241089.01921923674
1812,191931.55290191763
117,149143.98568282457
1142,209375.38131537815
2342,404903.6598344736
927,132485.31577828497
2478,177523.05614243986
655,88623.90545037993
2064,130563.33141946892
369,274806.61354235496
2239,115149.4478667089
2732,234344.06774819712
1653,160831.67662406102
959,194259.29018738627
2395,347447.95129875944
1412,104219.56845303942
271,250707.45879664458
1484,164794.3011235689
1497,150325.21614882065
552,160751.0463378723
2,115767.96167911153
1855,313063.8175341544
4,275478.65780233714
2292,154598.55809510744
134,137397.5695648942
646,103144.48728098847
42,276312.64720755693
532,221483.83178720984
713,82365.58743727679
2561,132165.24196474336
2360,130169.31162848069
1333,126034.50835630162
1407,210141.08810113627
2892,299310.30880332243
574,205448.958708615
1227,188327.97482595954
2591,206890.46955466486
1476,211153.215992854
1125,238039.26089576917
1446,140585.1290529849
408,121268.14366047517
1101,290967.36264987226
2251,195663.6303126688
373,177115.83031305
2554,124795.03258235224
2382,258523.09601501262
1985,88095.2838716949
519,216803.70078678528
1093,195103.8311274742
864,254808.13417150712
2889,146684.1268409071
2308,179262.45559185583
986,160432.2651105537
1302,148471.71430966601
585,150306.12563163321
2708,147562.88058340066
147,126825.02665077981
1441,235722.77598897496
383,190696.69847270942
285,151358.2080479215
181,113533.38606375056
358,190365.522939128
780,152470.3898094099
258,189861.7820543216
1865,216593.473777852
692,126942.4906344815
2902,345589.12418551074
508,244359.53682453927
2638,144811.9609503793
36,139274.9235847817
611,161265.70511624287
2281,132628.3802278028
1678,125105.66222250304
1696,515493.3059626061
1557,84743.92340468886
2180,150595.39404449443
1726,202350.01106299175
951,145805.77124716513
267,220147.34469475786
2706,134329.62817141126
2221,256909.1349476416
1357,161679.25701198116
2901,323510.5328262955
347,167493.18990267985
2164,192348.1920221869
1586,324888.6706048065
360,157377.0045257878
1769,249738.37650641464
2617,158673.0313682361
1879,138559.85004286334
991,228117.28061587055
1535,112282.81669048934
1191,149935.76563300748
1579,203430.65396020154
1882,142839.3599016945
1510,128838.38512564659
2196,142868.95559966666
1845,182075.83682507678
2336,379306.5942141744
942,88590.00297851452
861,128212.72405452628
2555,122639.90231113508
1392,147455.50255257759
2099,249261.38956396334
1543,126888.70483784952
948,285563.6769850297
1239,178091.2157658592
22,184555.72529062798
2796,238880.76291240918
2747,185561.21899334286
92,284510.0485108637
210,168980.33566173253
1858,208709.28282373046
2228,167944.94891389913
447,203579.98838206104
827,242919.01461317454
1649,200254.48000215463
682,122770.38575963711
2698,109117.63432426115
494,167960.16693190057
214,80811.59844349943
2441,243178.0818912073
2679,104129.85381434555
1336,124224.2377374407
465,178745.35693941647
1524,133471.6618224364
2543,114475.10560009452
631,138937.06173076885
2452,320014.5829265324
228,148128.60190508916
126,169964.2123744092
1092,225370.9701049983
1122,190159.76448633044
932,205830.72447501196
1980,88849.05886423879
2171,108033.1256577749
551,156268.82937476752
2768,174111.1934294932
2056,113857.22242476464
1159,382333.07200083486
2645,110935.0537074899
1174,171148.23164215038
2266,211847.14524624127
2462,453798.05064472096
1219,148205.1569290849
2922,176518.42334147086
118,135025.70816533334
474,174492.65766524398
2576,142285.13605337436
872,290693.4756338454
1077,202261.5349943256
1536,129593.02188173402
1150,115701.20698425085
2341,319749.5044634282
1931,147853.9009428529
2785,131490.448539196
2538,127074.25774297466
597,212835.48084628777
464,183093.24975601045
233,237256.01185726747
2169,132483.2102888127
2123,168798.43583274542
1867,170307.7465735865
137,240869.69936855094
515,223663.97927609715
933,121255.50346573707
2784,154120.4447844666
972,159596.22770818268
599,161353.74294816056
2614,127353.23207261805
2582,148185.5913380586
1409,156482.59949507596
175,98879.98341744678
352,203589.37996364
976,112521.64513247223
2134,189119.33137894838
984,114629.0287611356
2396,381612.91622528323
1673,136526.32313804879
404,122690.2152001868
607,162611.01005030263
814,151361.97000596716
868,188669.8804285952
2271,192811.61778956567
1633,232487.32087745503
337,154968.61763690386
2765,157665.82492013264
1746,306637.83025262377
368,295514.88694168825
2806,209385.40003406865
1662,196251.63509554163
1234,222117.78164173456
1373,126738.46857224798
1672,112143.6467353738
1939,120869.23744392052
